,Common_Name,Scientific_Name,Tree_Height,Aboveground_Biomass,Live_Crown_Leaves,Tree_Branches,Tree_Bark,Tree_Stem,DBH,Crown_Diameter,Total_Aboveground_Carbon,Foliage_Biomass,Foliage_Leaves,Wood_Density
31,Larch,Larix decidua,24.7922969752856,694.452914223075,353.100170430262,169.839855155442,67.0206217095256,627.432292513549,47.04365244545,4.70492101389479,347.226457111537,51.9090045103803,354.352112999186,0.59
32,Cedar,Cedrus libani,26.4538312780753,429.100060672499,406.753542532679,494.239394832402,284.664513729513,144.435546942987,45.7495827626993,3.67560983541159,214.55003033625,142.32902839547,910.439066926483,0.56
33,Maple,Acer saccharum,23.6401172812063,118.041153182276,225.191814657301,151.921938371379,338.598582819104,-220.557429636829,60.4828623671789,8.50070207862179,59.0205765911378,143.548234677874,969.656263978686,0.71
34,Birch,Betula pendula,38.2413459222304,227.30518784374,69.7187546547502,767.858551745303,96.6121999546885,130.692987889051,45.4044750425178,4.41927021239,113.65259392187,71.0303252073936,941.806765424553,0.67
35,Birch,Betula pendula,26.2009181510937,195.179250859655,451.040633984376,145.426538959146,71.5600053220987,123.619245537557,64.5266042318161,5.12590137761044,97.5896254298277,56.3464469811879,61.6994275595061,0.67
36,Locust,Robinia pseudoacacia,27.9849917931725,666.075325780548,462.77857045643,950.585855485406,272.546394653618,393.52893112693,55.8059374547817,4.51647339116503,333.037662890274,135.041652433574,501.74438363174,0.69
37,Redwood,Sequoia sempervirens,23.5381273898726,1300.99881801289,379.136439620052,470.906516222749,399.34972897172,901.649089041166,54.9411092042578,5.16710089385259,650.499409006443,197.934780977666,676.092521601822,0.48
38,Magnolia,Magnolia grandiflora,24.4917298537283,1275.03393650986,268.023701242637,180.820549046621,292.815145999193,982.218790510669,40.200839237727,6.15778016748213,637.516968254931,77.986113873776,256.958276056685,0.6
39,Hemlock,Tsuga canadensis,24.1226079986498,1080.37303495221,118.240845676046,572.749178868253,131.68632093817,948.686714014038,50.1757426377061,3.41427673608032,540.186517476104,27.1624162211083,212.624143157154,0.45
40,Locust,Robinia pseudoacacia,22.0730272556344,577.325883577578,223.408616466913,907.713489537127,426.831190921366,150.494692656212,62.1107894665998,4.28725422974585,288.662941788789,91.7572279367596,929.693431104533,0.69
41,Spruce,Picea abies,24.1085884709857,805.979892215692,443.484520097263,940.297824586742,468.270343765616,337.709548450075,65.3354261185142,4.24018597576281,402.989946107846,176.470797916409,85.5146822403185,0.43
42,Spruce,Picea abies,23.7225592790738,1209.72739083227,447.461840223987,664.455864636693,295.57407323271,914.153317599557,45.2092372299027,3.33534385667001,604.863695416134,54.8182257963344,57.5730683747679,0.43
43,Oak,Quercus robur,34.0323699312647,1299.72812107299,122.843707075808,183.055926242378,287.399149090052,1012.32897198293,59.8463658242923,8.41979517015836,649.864060536493,101.688095885329,398.459821240976,0.7
44,Cherry,Prunus avium,43.9830481397813,388.10543124564,288.014359844383,151.491958461702,316.620739512146,71.4846917334944,71.1989012865399,13.0305859146925,194.05271562282,199.22357454896,873.023406718858,0.72
45,Cherry,Prunus avium,35.7466577360546,548.048157640733,121.170843807049,971.422277437523,151.732987947762,396.315169692971,63.4770429386683,5.81497104286036,274.024078820366,74.2291663400829,606.644303153735,0.72
46,Poplar,Populus tremula,29.8958663146907,1481.93941737991,218.865831121802,850.574170867912,412.122834101319,1069.81658327859,63.1483800553927,7.76107544902824,740.969708689954,115.173373806756,850.935151940212,0.42
47,Fir,Abies alba,27.9269147756062,838.82172324229,404.067252520472,684.132729656994,128.223793841898,710.597929400392,44.2926311513482,3.42843697519488,419.410861621145,168.898238763213,474.890243157279,0.42
48,Cedar,Cedrus libani,21.7049885928221,671.234520664439,258.185960336123,836.563708377071,181.954313777387,489.280206887051,46.8889889629821,10.3599886149117,335.617260332219,127.682441105135,699.109814444091,0.56
49,Willow,Salix alba,24.92098030666,1541.97906367481,466.76705399761,210.12572189793,220.136948153377,1321.84211552143,41.9944857779858,10.8442650352342,770.989531837404,99.0142303425819,467.367960023694,0.47
50,Fir,Abies alba,21.3252132106828,1662.01272627804,138.06223976193,980.96203552559,345.931908003986,1316.08081827406,49.3641752480097,5.81607144957967,831.006363139022,134.894156721421,587.201501999516,0.42
51,Cypress,Cupressus sempervirens,26.8604017793984,749.934727954678,129.81152670458,704.344312718604,96.1644870787859,653.770240875892,60.271609930573,8.10207788454708,374.967363977339,102.970281122252,691.483526641969,0.47
52,Maple,Acer saccharum,25.6558160867423,1496.07136931736,201.138206550386,749.061222886667,498.363098464906,997.708270852454,45.1022396478244,4.27423352303364,748.03568465868,149.644211013801,687.97384557547,0.71
53,Poplar,Populus tremula,22.0370438618641,1085.28738277964,42.6470652548596,355.953390116338,30.0853569060564,1055.20202587359,44.1555161961468,3.62287302053356,542.643691389821,55.3555380320176,346.900619671214,0.42
54,Locust,Robinia pseudoacacia,33.8907065319666,1140.52528287284,155.940057949629,692.392098961864,359.697733782232,780.827549090609,63.8594423679421,8.93385569015129,570.26264143642,30.8249453338794,865.795137220994,0.69
55,Willow,Salix alba,21.2478142486824,1203.21108528879,372.367707081139,685.931988945231,78.7414171174169,1124.46966817137,46.1029152887888,3.98132441369732,601.605542644393,28.2563371863216,830.703452834859,0.47
56,Locust,Robinia pseudoacacia,35.186830836426,562.736929720268,294.209056377877,463.041481759865,418.225494064391,144.511435655877,75.7604354355881,7.3509050124294,281.368464860134,81.5800671512261,717.529806401581,0.69
57,Magnolia,Magnolia grandiflora,35.6231888659001,646.487843059003,328.97975696018,850.525676482357,462.065012529492,184.422830529511,71.6194525671096,8.61013172470181,323.243921529502,78.9446020731702,598.290849069599,0.6
58,Oak,Quercus robur,26.0230244966155,1880.19813606516,65.7934410939924,936.121283564717,460.842660143971,1419.35547592118,40.6227072174242,8.19170320450103,940.099068032578,22.1288355626166,742.336328048259,0.7
59,Walnut,Juglans regia,20.0639400639683,1114.52211441938,69.8142227833159,333.18784100702,50.7674486190081,1063.75466580037,49.8945962012822,3.77473278575903,557.261057209689,199.912509177811,476.27270828234,0.61
60,Cypress,Cupressus sempervirens,22.852636526215,318.107334012166,20.0683524063788,904.330921650399,288.355021439493,29.752312572673,40.6962888246261,4.35871802935237,159.053667006083,87.095303114038,589.03430129867,0.47
61,Birch,Betula pendula,21.5650369672669,1337.42527826689,297.576304061804,91.7738594231196,405.00408295542,932.421195311472,51.0857640207909,4.72224858646788,668.712639133446,74.904338051565,520.092354645021,0.67
62,Cedar,Cedrus libani,23.7160297246383,984.025305276737,320.128143029287,101.895071705803,245.350647196174,738.674658080563,49.70516881151,5.66171499888718,492.012652638368,152.641257338692,471.864686440676,0.56
63,Willow,Salix alba,21.6825933702423,1219.17320061475,206.176921078004,853.238084272016,452.613966651261,766.55923396349,58.6331214101843,3.87937775611854,609.586600307375,160.603284332901,840.619543846697,0.47
64,Yew,Taxus baccata,32.7133546229183,154.947297857143,162.55048049381,637.593535298947,411.42760284245,-256.480304985307,57.3856809214741,6.27062858110022,77.4736489285715,170.510558260139,744.089824194089,0.64
65,Locust,Robinia pseudoacacia,31.6805842852522,1118.14513499849,256.892290932592,700.16873984132,372.964149899781,745.180985098705,72.7636680253612,3.70892873066596,559.072567499243,94.7330063092522,877.864973596297,0.69
66,Cherry,Prunus avium,21.0221629587301,864.238833007403,296.070843294729,466.930361033883,352.745245397091,511.493587610312,49.998411974914,4.21264700875028,432.119416503701,30.8087205374613,671.729690022767,0.72
67,Walnut,Juglans regia,28.0646722411224,1586.88623562921,421.473800064996,362.909472920001,180.68934019655,1406.19689543266,47.3517012550482,6.90161638068866,793.443117814604,67.1809218637645,919.110348308459,0.61
68,Poplar,Populus tremula,20.5907595288651,1092.38451456185,208.64914061036,121.723074140027,68.3965293318033,1023.98798523005,45.628220717178,3.35769123215646,546.192257280927,101.13529457245,311.384292889852,0.42
69,Ash,Fraxinus excelsior,31.9418925064599,210.691245016642,212.795009242836,58.4457843913697,359.113070890307,-148.421825873666,55.1364523883762,5.88820528785054,105.345622508321,78.2409670390189,337.449431233108,0.67
70,Walnut,Juglans regia,39.1896461227869,724.381001177244,392.45102122426,362.912017037161,43.6134188249707,680.767582352273,79.8680897889782,11.7001013247912,362.190500588622,165.402495132294,136.761776462663,0.61
71,Yew,Taxus baccata,26.7430193674205,1453.53065764066,314.907651834656,827.735027053859,459.9946635589,993.535994081758,48.9335549276146,4.11834896445523,726.765328820329,21.0394442849793,984.209011832718,0.64
72,Hemlock,Tsuga canadensis,39.0864255875752,1556.59588912968,328.517313799821,534.84047264792,107.959312908351,1448.63657622132,88.3028789151197,13.26884043792,778.297944564838,20.753281977959,158.527654304635,0.45
73,Walnut,Juglans regia,27.3852518499291,1710.4380388977,90.2928302949294,268.437944492325,199.266705065966,1511.17133383173,59.3069639783741,8.3889474662936,855.21901944885,189.89139894722,635.102913388982,0.61
74,Magnolia,Magnolia grandiflora,28.2629483288831,1769.79355744552,230.475723287091,138.99120145943,93.7385683879256,1676.05498905759,55.8635340651158,4.6447064782879,884.896778722759,36.6292215837166,66.3765465258621,0.6
75,Walnut,Juglans regia,28.054084575228,1599.04606589116,457.487232480198,462.179701554123,110.466483086348,1488.57958280481,44.7893724408414,7.22575405018237,799.523032945581,195.679796650074,962.020151840989,0.61
76,Locust,Robinia pseudoacacia,32.8218292602328,1383.85604196228,91.8658471177332,584.006279299501,275.295049026608,1108.56099293567,57.1670161470271,6.36658152179657,691.92802098114,54.8603897495195,499.578307417687,0.69
77,Larch,Larix decidua,24.2296147544134,450.635195802897,481.570923621766,939.410475140903,229.550175890326,221.085019912571,57.4280402608949,4.8313007258785,225.317597901449,14.4774782308377,254.887974949088,0.59
78,Yew,Taxus baccata,35.9470165378856,1020.16267268918,391.921535970178,567.988678242546,470.955925099552,549.206747589633,65.5572525357895,5.36885211595185,510.081336344592,191.385918210726,660.842603142373,0.64
79,Cherry,Prunus avium,21.1144412270018,1282.782558701,275.489582910668,100.548589404207,269.787617735565,1012.99494096544,43.6129149175977,5.21361818574583,641.391279350501,66.0776372556575,592.264283425175,0.72
80,Hemlock,Tsuga canadensis,24.7089931266944,1260.52150125615,424.506413990166,816.592084092554,275.563578605652,984.957922650501,44.4693214419208,4.63012461971157,630.260750628076,104.462345319334,124.170227523427,0.45
81,Fir,Abies alba,24.1335315835448,472.70557496231,485.853848978877,951.666075643152,260.615010745823,212.090564216487,42.0352354063628,5.74473402493822,236.352787481155,121.688119259197,300.214858772233,0.42
82,Oak,Quercus robur,24.2407672786774,1975.88739062194,370.798764990177,278.625394729897,454.605497010052,1521.28189361189,41.6351241851254,5.76862463687672,987.943695310969,135.70798790548,508.736468059942,0.7
83,Cedar,Cedrus libani,23.0171006874552,360.100426129065,339.637782594655,588.659699622076,366.581747047603,-6.48132091853768,45.4890219672376,5.23871029220254,180.050213064533,60.1090807560831,659.438439144287,0.56
84,Beech,Fagus sylvatica,24.8653631978812,1107.47830115724,145.886878203601,304.799662914593,333.922167159617,773.556133997627,54.2240251045795,5.91950501750071,553.739150578622,53.1127672363073,710.819848463871,0.67
85,Locust,Robinia pseudoacacia,23.7466282811787,699.20643013902,98.2897069305182,942.875016818289,181.43575783819,517.77067230083,47.0783684780455,3.63937963476412,349.60321506951,46.0031999368221,798.366136255208,0.69
86,Beech,Fagus sylvatica,25.198111863,920.621503982693,431.474915631115,882.539222855121,228.699785545468,691.921718437225,47.3873575772813,3.08314542930573,460.310751991346,108.305246720556,457.363135018386,0.67
87,Willow,Salix alba,23.6764934988128,1775.81327264197,348.593184221536,857.898728630971,469.258393347263,1306.55487929471,67.8696675782488,9.45624600084967,887.906636320986,36.7161058168858,723.049875081051,0.47
88,Cypress,Cupressus sempervirens,28.3970620932204,354.806764633395,73.5460829851218,751.644057431258,456.053296215832,-101.246531582437,44.1274530887341,3.67629625834345,177.403382316697,167.604365716688,473.941728507634,0.47
89,Birch,Betula pendula,22.7229853394438,341.670555644669,235.813274148386,776.213747693691,451.389061920345,-109.718506275676,46.013889004257,7.64221260584889,170.835277822334,96.3727161847055,67.4145779572427,0.67
90,Beech,Fagus sylvatica,33.6509432491502,1090.81523222849,54.6129494090565,656.416675820947,312.17838704586,778.636845182627,55.3106468036514,8.12196973738112,545.407616114244,84.0827149362303,483.219538303092,0.67
91,Cherry,Prunus avium,29.1219836371505,330.623537977226,111.602157617453,148.664593603462,233.789769113064,96.8337688641623,53.8627555232642,8.67331588933793,165.311768988613,197.064418944065,391.960595257115,0.72
92,Cedar,Cedrus libani,25.2686304566979,1011.76844991278,412.53434689017,676.494755991735,70.3083054348826,941.460144477896,50.3189958060802,5.34309662858416,505.88422495639,192.910737993661,885.741232300643,0.56
93,Cypress,Cupressus sempervirens,21.3171277145625,1382.47513975948,232.506279696245,836.812770192046,64.1087377071381,1318.36640205234,48.5924166979546,7.80028821287286,691.23756987974,52.5440532690845,93.4828892583027,0.47
94,Walnut,Juglans regia,27.7678795375786,1324.48064028285,315.171639034525,839.851904602256,224.694615826011,1099.78602445684,48.1018381803156,5.70626173342823,662.240320141427,199.492991336156,778.534143569414,0.61
95,Locust,Robinia pseudoacacia,36.1573058000829,1296.50755894836,106.210427060723,533.736175391823,255.984678901732,1040.52288004663,56.7279960718283,9.42367882282019,648.25377947418,95.130164984148,65.8132335986011,0.69
96,Cherry,Prunus avium,25.3905533710322,1272.35319393221,178.970943731256,162.455514841713,341.647869125009,930.705324807204,55.2947593502787,4.76094615668176,636.176596966106,89.749522684142,101.537836692296,0.72
97,Birch,Betula pendula,36.6744642918466,553.311502514407,331.27317875158,414.693887915928,334.387972764671,218.923529749736,77.7182588006479,15.4686136233335,276.655751257204,114.946327342186,748.234588082414,0.67
98,Cedar,Cedrus libani,35.8307561553853,908.694447833113,438.935932058375,895.349641959183,254.856534413993,653.83791341912,63.1264094302117,10.3993943133024,454.347223916557,143.318525583018,888.889918581117,0.56
99,Poplar,Populus tremula,25.158871759189,898.055187868886,19.4493108987808,764.287868712563,461.934583298862,436.120604570024,40.2684040828862,3.67372548186898,449.027593934443,165.374267420266,900.447072437964,0.42
100,Pine,Pinus sylvestris,36.7727337587088,1521.90793415066,29.0441711596213,469.308541680221,201.105406284332,1320.80252786633,55.5839892161546,4.7141395520082,760.953967075329,23.9691768353805,630.697007663548,0.45
101,Locust,Robinia pseudoacacia,27.1043523641749,918.402234883979,251.496145550627,387.134803144727,404.398988448083,514.003246435896,54.426914970215,5.62484093869268,459.201117441989,16.182763997931,706.023829733022,0.69
102,Hemlock,Tsuga canadensis,22.1007295011886,457.433529407717,74.0404320624657,684.126854874194,65.2678215876222,392.165707820095,43.1086384124657,4.72031679642002,228.716764703859,140.560158544686,482.687763182912,0.45
103,Larch,Larix decidua,20.838577101063,1174.0712574916,223.95704096416,449.596333736554,207.98589065671,966.085366834886,51.6000069056474,3.11304067239737,587.035628745798,178.988497001119,415.005332359578,0.59
104,Pine,Pinus sylvestris,21.2051736429807,1190.6211014837,303.206555885263,356.741551286541,328.394990451634,862.226111032069,56.9639994985196,4.24821791111409,595.310550741851,70.1810225448571,995.113957300782,0.45
105,Willow,Salix alba,26.0048686982059,854.476311826147,101.312659054529,149.724479846191,85.2488547191024,769.227457107045,60.29100769992,8.10576083638383,427.238155913074,87.5388712459244,543.669380468782,0.47
106,Poplar,Populus tremula,22.9405283104731,1357.0564794587,195.821798066609,981.4929791959,495.542087927461,861.514391531236,44.820679346822,3.30168852106183,678.528239729349,49.4788073515519,99.8687830287963,0.42
107,Beech,Fagus sylvatica,25.562288854066,991.458271583542,150.160457780585,170.725612924434,433.363294564188,558.094977019355,66.4436080893451,4.4666763619225,495.729135791771,75.8322762744501,150.580915238243,0.67
108,Larch,Larix decidua,35.5088322013427,123.225484439172,398.579548429698,207.466576446313,224.122185707092,-100.89670126792,70.8938958792885,10.5181572377706,61.6127422195859,183.092248269822,103.03012044169,0.59
109,Redwood,Sequoia sempervirens,21.9547618547557,1892.00113874394,107.423405684531,419.901140779257,251.528858616948,1640.472280127,45.6828420377483,5.87797919999622,946.000569371972,93.7439841916785,576.204894436523,0.48
110,Cypress,Cupressus sempervirens,27.4044533100886,183.859298215248,52.9073792183772,362.951593741309,280.37670198828,-96.5174037730321,65.3144961019683,5.66385866648995,91.9296491076238,100.157727396581,321.363983955234,0.47
111,Yew,Taxus baccata,27.6415201937694,656.755046127364,111.758154155686,112.164392659906,31.0884484276175,625.666597699746,50.2163353165782,4.50841905663582,328.377523063682,180.224860834423,320.325075730216,0.64
112,Locust,Robinia pseudoacacia,29.1095465668988,787.624898226932,475.151066551916,211.274775443599,51.6939485445619,735.93094968237,44.5076225396481,5.62633341209423,393.812449113466,154.67148831347,92.791261873208,0.69
113,Pine,Pinus sylvestris,34.9225132182645,1888.98954016622,442.805670411326,551.198981422931,444.374354556203,1444.61518561002,60.8791003713312,12.6274338642773,944.494770083111,173.355097966269,947.566520376131,0.45
114,Oak,Quercus robur,21.6883446634292,1146.1390784476,247.777248143684,382.442597090267,325.473595783114,820.665482664481,47.1294291613579,6.43979719241193,573.069539223798,73.3935592649505,123.564029345289,0.7
115,Willow,Salix alba,22.804345922524,428.941660514101,485.043231300078,476.211559446529,304.326220266521,124.61544024758,50.1778449796708,6.25785362131012,214.470830257051,132.877760108095,923.833501816262,0.47
116,Hemlock,Tsuga canadensis,26.2233971925021,920.409886166453,74.3074155296199,723.700732004363,202.587511055171,717.822375111282,61.2571862794842,5.14271184255907,460.204943083227,17.4328020517714,789.113724720664,0.45
117,Locust,Robinia pseudoacacia,20.535937352682,1601.91784552298,113.874298529699,835.43607146712,63.8266609609127,1538.09118456207,46.9314058941488,6.49031312373776,800.958922761492,95.8797492692247,369.692980218679,0.69
118,Pine,Pinus sylvestris,25.5831293428671,1846.7655133456,417.724669827148,304.096955503337,496.834637746215,1349.93087559938,43.5235035444152,8.16904073900933,923.3827566728,130.991962482221,257.526734948624,0.45
119,Walnut,Juglans regia,21.4439281049798,160.211123595946,258.507697014138,488.607843965292,495.84265705198,-335.631533456035,50.2648097828345,11.565078413068,80.1055617979728,13.9034390915185,580.362266104203,0.61
120,Walnut,Juglans regia,29.7775347555856,776.122303097509,43.9865533728153,796.494959539268,141.826540753245,634.295762344263,57.9099905762606,7.74801755287961,388.061151548754,118.594045676291,781.775606959127,0.61
121,Cherry,Prunus avium,26.3561405097684,235.656398627907,49.6264754398726,428.136749507394,275.859945043921,-40.2035464160144,46.2941535907927,6.38611431884101,117.828199313954,68.4322427702136,732.115215703379,0.72
122,Beech,Fagus sylvatica,30.5285757885691,1837.55745752715,233.006969273556,271.222205343656,468.464284799993,1369.09317272715,56.7388026638804,6.57710260114743,918.778728763573,150.175458155572,893.297434563283,0.67
123,Fir,Abies alba,27.8746008901424,537.174658407457,377.210146649741,646.784850419499,394.503673538566,142.670984868892,44.5739910996508,4.61158513734537,268.587329203729,43.8565895147622,726.736753399018,0.42
124,Cedar,Cedrus libani,20.7705269497348,1199.36610320583,96.9798844028264,950.642493832856,224.482782222331,974.883320983499,49.2941789831745,3.85645545777353,599.683051602915,103.173331222497,531.774787802715,0.56
125,Hemlock,Tsuga canadensis,36.5843315058961,1272.26177603006,399.51248746831,651.903108949773,225.359225198627,1046.90255083144,80.234501041698,10.0826804579657,636.130888015032,106.669981861487,76.3027273002081,0.45
126,Maple,Acer saccharum,24.0552748981295,357.660725270398,200.366547533777,214.324963779654,278.389545753598,79.2711795167997,55.7659325101733,6.0623471495959,178.830362635199,58.8289950462058,287.144416605588,0.71
127,Hemlock,Tsuga canadensis,25.1783993243711,1923.91727387439,105.673297976609,983.078898710664,310.299583673477,1613.61769020092,47.6418211992569,4.31840160034008,961.958636937197,34.9095263634808,165.818490902893,0.45
128,Maple,Acer saccharum,22.300563880293,1321.09877245966,334.826205503196,844.109559210483,488.077220506966,833.021551952697,50.8106947823595,3.41273418053879,660.549386229832,61.3691697758622,84.8271860042587,0.71
129,Birch,Betula pendula,25.6249051460091,1787.5041191699,282.095851546619,509.413551818579,403.933573439717,1383.57054573018,61.866265382765,8.05325911305223,893.752059584949,83.7781135528348,84.8579520825297,0.67
130,Larch,Larix decidua,23.0386555994163,168.786699767224,490.264341074508,232.715096091852,256.067183427513,-87.2804836602882,42.0130269747214,4.09033999454731,84.3933498836122,196.280963793397,194.448019494303,0.59
131,Yew,Taxus baccata,33.0485878591449,674.558551516384,212.991003661882,842.785922647454,496.078904233873,178.479647282511,73.5322850699373,8.01697792023822,337.279275758192,138.682413795032,360.589610773604,0.64
132,Ash,Fraxinus excelsior,23.0885267331026,975.406319857575,294.400075005833,399.605522223283,471.000646576285,504.40567328129,61.4226747951729,3.65124153230142,487.703159928787,174.204162408132,575.411653658375,0.67
133,Hemlock,Tsuga canadensis,26.5008926620088,1726.58621231094,235.687504052185,116.684821702074,106.857476532459,1619.72873577848,55.8828506211028,3.00432371564232,863.29310615547,80.237075611949,900.05899083335,0.45
134,Magnolia,Magnolia grandiflora,25.1629683121489,1142.03753424808,106.373214286286,483.428524190094,58.4208226948977,1083.61671155319,49.0593660939706,8.4819113375062,571.018767124042,121.885791500099,325.956060353201,0.6
135,Ash,Fraxinus excelsior,46.1899436447748,1689.10500823986,390.418370405678,512.49809745932,474.076998382807,1215.02800985705,71.1218847334375,10.2807897731898,844.552504119929,164.819209226407,57.5298493495211,0.67
136,Redwood,Sequoia sempervirens,25.7834751524239,1170.53280547261,335.060570237692,420.777236344293,440.80843411386,729.724371358752,61.0854824276673,10.5361703155279,585.266402736306,172.193678268231,544.91463402519,0.48
