S.NO,SPECIES,DIAMETER,HEIGHT,CROWN.DIAMETER,PLOT,WOOD.DENSITY,FOREST,COUNT,BA,AGB.kg,AGB.tons,AGB.kg.ha,AGB.tons.ha,AGC.kg,AGC.tons,AGC.kg.ha,AGC.tons.ha
22,Pterocarpus erinaceus,10.66199873,12,9.05,P1,0.74,FOR,1,0.00892826627861036,57.5449368323268,0.0575449368323268,23.0179747329307,0.0230179747329307,27.0461203111936,0.0270461203111936,9.20718989317229,0.00920718989317229
23,Pterocarpus erinaceus,9.197963081,11,7.4,P1,0.74,FOR,1,0.00664466676276824,39.619647543727,0.039619647543727,15.8478590174908,0.0158478590174908,18.6212343455517,0.0186212343455517,6.33914360699632,0.00633914360699632
24,Daniella oliveri,7.956715468,10.5,7.5,P1,0.533,FOR,1,0.00497230244697426,20.7116170869939,0.0207116170869939,8.28464683479757,0.00828464683479757,9.73446003088715,0.00973446003088715,3.31385873391903,0.00331385873391903
25,Crossopteryx febrifuga,7.32017823,8,9,P1,0.6,FOR,1,0.0042085567904751,15.1514006704608,0.0151514006704608,6.06056026818432,0.00606056026818432,7.12115831511657,0.00712115831511657,2.42422410727373,0.00242422410727373
26,Daniella oliveri,7.001909612,9,7.7,P1,0.533,FOR,1,0.00385055101511285,13.8836647350104,0.0138836647350104,5.55346589400415,0.00555346589400415,6.52532242545487,0.00652532242545487,2.22138635760166,0.00222138635760166
27,Pterocarpus erinaceus,6.683640993,6,7.9,P1,0.74,FOR,1,0.00350845660645906,11.756727215772,0.011756727215772,4.70269088630882,0.00470269088630882,5.52566179141286,0.00552566179141286,1.88107635452353,0.00188107635452353
28,Acacia polycatha,7.32017823,10.7,8.45,P1,0.6,FOR,1,0.0042085567904751,20.1240562575582,0.0201240562575582,8.04962250302327,0.00804962250302326,9.45830644105234,0.00945830644105234,3.21984900120931,0.00321984900120931
29,Terminalia avicennioides,6.683640993,9.1,6.8,P1,0.556,FOR,1,0.00350845660645906,13.3554356243503,0.0133554356243503,5.34217424974011,0.00534217424974011,6.27705474344463,0.00627705474344463,2.13686969989605,0.00213686969989605
30,Khaya senegalensis,25.14322088,22.4,13.95,P1,0.648,FOR,1,0.0496514233189296,496.107683629737,0.496107683629737,198.443073451895,0.198443073451895,233.170611305977,0.233170611305977,79.377229380758,0.079377229380758
31,Khaya senegalensis,6.683640993,6.9,6.55,P1,0.648,FOR,1,0.00350845660645906,11.8373525165139,0.0118373525165139,4.73494100660554,0.00473494100660554,5.56355568276151,0.00556355568276151,1.89397640264222,0.00189397640264222
32,Prosopis africana,6.715467855,8.7,7.95,P1,0.878,FOR,1,0.0035419500358763,20.1506653383097,0.0201506653383097,8.06026613532386,0.00806026613532386,9.47081270900554,0.00947081270900554,3.22410645412955,0.00322410645412955
33,Kegelia africana,7.001909612,8.7,6.95,P1,0.6,FOR,1,0.00385055101511285,15.0773176064056,0.0150773176064056,6.03092704256224,0.00603092704256224,7.08633927501063,0.00708633927501063,2.4123708170249,0.0024123708170249
34,Vitex donina,2.196053469,5.9,6.1,P1,0.4,FOR,1,0.000378770111142759,0.722543734556123,0.000722543734556123,0.289017493822449,0.000289017493822449,0.339595555241378,0.000339595555241378,0.11560699752898,0.00011560699752898
35,Khaya senegalensis,2.068746022,4.9,5.2,P1,0.648,FOR,1,0.000336127645519447,0.859021535492773,0.000859021535492773,0.343608614197109,0.000343608614197109,0.403740121681603,0.000403740121681603,0.137443445678844,0.000137443445678844
